ecoregion,scientific_name,common_name,class,conservation_status,habitat_type,image_url,attribution,description
Amazon and Guianas,Arapaima,Arapaima,ACTINOPTERYGII,VU,Floodplain lakes,https://upload.wikimedia.org/wikipedia/commons/e/e8/Arapaima_gigas_at_Beijing_aquarium.JPG,Wikimedia Commons,"The arapaima, pirarucu, or paiche is any large species of bonytongue in the genus Arapaima native to the Amazon and Essequibo basins of South America. Arapaima is the type genus of the subfamily Arapaiminae within the family Osteoglossidae. They are among the world's largest freshwater fish, reaching as much as 3 m (9.8 ft) in length. They are an important food fish. They have declined in the native range due to overfishing and habitat loss. In contrast, arapaima have been introduced to several tropical regions outside the native range, where they are sometimes considered invasive species. In Kerala, India, arapaima escaped from aquaculture ponds after floods in 2018. Its Portuguese name, pirarucu, derives from the Tupi language words pira and urucum, meaning ""red fish""."
Amazon and Guianas,Electric eel,Electric eel,ACTINOPTERYGII,LC,Lowland rivers,https://upload.wikimedia.org/wikipedia/commons/8/8f/Electric-eel.jpg,Wikimedia Commons,"The electric eels are a genus, Electrophorus, of neotropical freshwater fish from South America in the family Gymnotidae, of which they are the only members of the subfamily Electrophorinae. They are known for their ability to stun their prey by generating electricity, delivering shocks at up to 860 volts. Their electrical capabilities were first studied in 1775, contributing to the invention of the electric battery in 1800."
Amazon and Guianas,Pygmy marmoset,Pygmy marmoset,MAMMALIA,LC,River-edge forests,https://upload.wikimedia.org/wikipedia/commons/b/b7/Dv%C3%A6rgsilkeabe_Callithrix_pygmaea.jpg,Wikimedia Commons,"Pygmy marmosets are two species of small New World monkeys in the genus Cebuella. They are native to rainforests of the western Amazon Basin in South America. These primates are notable for being the smallest monkeys in the world, at just over 100 g (3.5 oz). They are generally found in evergreen and river-edge forests and are gum-feeding specialists, or gummivores."
Amazon and Guianas,Red howler monkey,Red howler monkey,MAMMALIA,LC,Rainforest canopy,,,
Amazon and Guianas,White-bellied spider monkey,White-bellied spider monkey,MAMMALIA,EN,Rainforest canopy,https://upload.wikimedia.org/wikipedia/commons/e/e4/Ateles_belzebuth_belzebuth.jpg,Wikimedia Commons,"The white-bellied spider monkey, also known as the white-fronted or long-haired spider monkey, is an endangered species of spider monkey, a type of New World monkey. It is found in the north-western Amazon in Colombia, Ecuador, Venezuela, Peru and Brazil, ranging as far south as the lower Ucayali River and as far east as the Branco River. In the past, the Peruvian, brown and white-cheeked spider monkeys have been treated as subspecies of A. belzebuth. As presently defined, the white-bellied spider monkey is monotypic. It has a whitish belly and a pale patch on the forehead, which, despite its common name, often is orange-buff, though this might be due to dirt and other stainers. They live in groups of 20 to 40 individuals, splitting into small parties of 1 to 9 when in activity."
Amazon and Guianas,Capybara,Capybara,MAMMALIA,LC,Riparian grasslands,https://upload.wikimedia.org/wikipedia/commons/3/34/Hydrochoeris_hydrochaeris_in_Brazil_in_Petr%C3%B3polis%2C_Rio_de_Janeiro%2C_Brazil_09.jpg,Wikimedia Commons,"The capybara or greater capybara is the largest living rodent, native to South America. It is a member of the genus Hydrochoerus. Its close relatives include
guinea pigs and rock cavies, and it is more distantly related to the agouti, the chinchilla, and the nutria. The capybara inhabits savannas and dense forests, and lives near bodies of water. It is a highly social species and can be found in groups as large as one hundred individuals, but usually live in groups of 10–20 individuals. The capybara is hunted for its meat and hide and also for grease from its thick fatty skin."
Amazon and Guianas,South American tapir,South American tapir,MAMMALIA,VU,Flooded forests,https://upload.wikimedia.org/wikipedia/commons/3/36/South_American_tapir_%28Tapirus_terrestris%29.JPG,Wikimedia Commons,"The South American tapir, also commonly called the Brazilian tapir, the Amazonian tapir, the maned tapir, the lowland tapir, anta, and la sachavaca, is one of the four recognized species in the tapir family. It is the largest surviving native terrestrial mammal in the Amazon."
Amazon and Guianas,Giant anteater,Giant anteater,MAMMALIA,NT,Rainforest edges,https://upload.wikimedia.org/wikipedia/commons/3/3b/Myresluger2.jpg,Wikimedia Commons,"The giant anteater is an insectivorous mammal native to Central and South America. It is the largest of the four living species of anteaters, which are classified with sloths in the order Pilosa. The only extant member of the genus Myrmecophaga, the giant anteater is mostly terrestrial, in contrast to other living anteaters and sloths, which are arboreal or semiarboreal. The species is 182 to 217 cm in length, with weights of 33 to 50 kg for males and 27 to 47 kg for females. It is recognizable by its elongated snout, bushy tail, long foreclaws, and distinctively colored fur."
Amazon and Guianas,Brown-throated sloth,Brown-throated sloth,MAMMALIA,LC,Rainforest canopy,https://upload.wikimedia.org/wikipedia/commons/1/18/Bradypus.jpg,Wikimedia Commons,The brown-throated sloth is a species of three-toed sloth found in the Neotropical realm of Central and South America.
Amazon and Guianas,Hoatzin,Hoatzin,AVES,NT,Riparian forests,https://upload.wikimedia.org/wikipedia/commons/5/54/Hoatzin_%28Opisthocomus_hoazin%29_Rio_Napo.jpg,Wikimedia Commons,"The hoatzin or hoactzin is a species of tropical bird found in swamps, riparian forests, and mangroves of the Amazon and the Orinoco basins in South America. It is the only extant species in the genus Opisthocomus which is the only extant genus in the Opisthocomidae family under the order of Opisthocomiformes. Despite being the subject of intense debate by specialists, the taxonomic position of this family is still far from clear."
Amazon and Guianas,Spectacled caiman,Spectacled caiman,REPTILIA,LC,Freshwater wetlands,https://upload.wikimedia.org/wikipedia/commons/d/df/Caiman_crocodilus_llanos.JPG,Wikimedia Commons,"The spectacled caiman, also known as the white caiman, common caiman, and speckled caiman, is a crocodilian in the family Alligatoridae. It is brownish-, greenish-, or yellowish-gray colored and has a spectacle-like ridge between its eyes, which is where its common name come from. It grows to a length of 1.4–2.5 m and a weight of 7–40 kg (15–88 lb), with males being both longer and heavier than females. Its diet varies seasonally, commonly consisting of crabs, fish, small mammals, amphibians and snails. Breeding occurs from May to August and 14–40 eggs are laid in July and August. This crocodilian has a large range and population; it is native to much of Latin America, and has been introduced to the United States, Cuba, and Puerto Rico."
Amazon and Guianas,Amazonian manatee,Amazonian manatee,MAMMALIA,VU,Floodplain lakes,https://upload.wikimedia.org/wikipedia/commons/4/49/Manati_amazonico_en_Iquitos.jpg,Wikimedia Commons,"The Amazonian manatee, commonly referred to as cowfish in Brazil, is a species of manatee that lives in the Amazon Basin in Brazil, Peru, Colombia and Ecuador. It has thin, wrinkled brownish or gray colored skin, with fine hairs scattered over its body and a white chest patch. It is the smallest of the three extant species of manatee."
Amazon and Guianas,Tucuxi,Tucuxi,MAMMALIA,VU,Freshwater rivers,https://upload.wikimedia.org/wikipedia/commons/9/9c/Sotalia_fluviatilis_Amazon_River_Dolphin.jpg,Wikimedia Commons,"The tucuxi, alternatively known in Peru bufeo gris or bufeo negro, is a species of freshwater dolphin found in the rivers of the Amazon basin. The word tucuxi is derived from the Tupi language word tuchuchi-ana, and has now been adopted as the species' common name. Despite being found in geographic locations similar to those of 'true' river dolphins such as the boto, the tucuxi is not closely related to them genetically. Instead, it is classed in the oceanic dolphin family (Delphinidae)."
Amazon and Guianas,Scolopendra gigantea,Amazonian giant centipede,INSECTA,DD,Rainforest floor,https://upload.wikimedia.org/wikipedia/commons/3/3b/Scolopendra_gigantea_%281%29.jpg,Wikimedia Commons,"Scolopendra gigantea, also known as the Peruvian giant yellow-leg centipede or Amazonian giant centipede, is a centipede in the genus Scolopendra. It is the largest centipede species in the world, with a length exceeding 30 centimetres (12 in). Specimens may have 21 or 23 segments. It is found in various places throughout South America and the extreme south Caribbean, where it preys on a wide variety of animals, including other sizable arthropods, amphibians, mammals and reptiles."
Amazon and Guianas,Blue poison dart frog,Blue poison dart frog,AMPHIBIA,LC,Rainforest floor,https://upload.wikimedia.org/wikipedia/commons/d/dd/Dendrobates_azureus_qtl1.jpg,Wikimedia Commons,"The blue poison dart frog or blue poison arrow frog is a poison dart frog found in the ""forest islands"" surrounded by the Sipaliwini Savanna in southern Suriname. Its indigenous Tiriyo name is okopipi. The name ""azureus"" comes from its azure blue color. While first described as a valid species and usually recognized as such in the past, recent authorities generally treat it as a morph of D. tinctorius, although a few treat it as a subspecies of D. tinctorius or continue to treat it as its own species. To what extent it differs from the blue D. tinctorius in southern Guyana, adjacent Pará (Brazil) and possibly far southwestern Suriname, is also a matter of dispute, and many herpetologists, as well as many people keeping poison dart frogs in captivity, have not distinguished these, with all commonly being identified as ""azureus""."
Amazon and Guianas,Amazon milk frog,Amazon milk frog,AMPHIBIA,LC,Rainforest canopy,https://upload.wikimedia.org/wikipedia/commons/f/f2/Phrynohyas_resinifictrix_Warsaw_Zoo_02.jpg,Wikimedia Commons,"The Mission golden-eyed tree frog or Amazon milk frog is a large species of arboreal frog native to the Amazon Rainforest in South America. It is sometimes referred to as the blue milk frog due to a sticky, milk-like substance that they produce when feeling threatened. It was first discovered along the Maracanã River in Brazil. This species was previously within the genus Phrynohyas, which was recently synonymized with Trachycephalus."
Amazon and Guianas,Lachesis muta,Bushmaster,REPTILIA,VU,Rainforest floor,https://upload.wikimedia.org/wikipedia/commons/5/5e/Lachesis_muta_muta.jpg,Wikimedia Commons,"Lachesis muta, also known as the Southern American bushmaster or Atlantic bushmaster, is a pit viper species found in South America, as well as the island of Trinidad in the Caribbean. Two subspecies are currently recognized, including the nominate subspecies described here."
Amazon and Guianas,Emperor tamarin,Emperor tamarin,MAMMALIA,NT,Várzea forests,https://upload.wikimedia.org/wikipedia/commons/5/55/Tamarin_portrait.JPG,Wikimedia Commons,"The emperor tamarin is a species of tamarin monkey allegedly named for its beard's resemblance to the German emperor Wilhelm II. It lives in the north Brazilian states of Acre and Amazonas and the southwest Amazon Basin, in east Peru, north Bolivia."
Amazon and Guianas,Common squirrel monkey,Common squirrel monkey,MAMMALIA,NT,Riverine forests,https://upload.wikimedia.org/wikipedia/commons/9/92/Mono_ardilla_-_Saimiri_sciureus.jpg,Wikimedia Commons,"Common squirrel monkey is the traditional common name for several small squirrel monkey species native to the tropical areas of South America. The term common squirrel monkey had been used as the common name for Saimiri sciureus before genetic research by Jessica Lynch Alfaro and others indicated S. scuireus covered at least three and possibly four species: the Guianan squirrel monkey, Humboldt's squirrel monkey and Collins' squirrel monkey. The Ecuadorian squirrel monkey, generally regarded as a subspecies of Humboldt's squirrel monkey, had also been sometimes proposed as a separate species that had originally been included within the term ""common squirrel monkey."""
Amazon and Guianas,Red-rumped agouti,Red-rumped agouti,MAMMALIA,LC,Forest floor,https://upload.wikimedia.org/wikipedia/commons/8/8f/Red-rumped_Agouti_%2817380318590%29.jpg,Wikimedia Commons,"The red-rumped agouti, also known as the golden-rumped agouti, orange-rumped agouti or Brazilian agouti, is a species of agouti from the family Dasyproctidae."
Amazon and Guianas,Lowland paca,Lowland paca,MAMMALIA,LC,Forest floor,https://upload.wikimedia.org/wikipedia/commons/3/36/Cuniculus_paca.jpg,Wikimedia Commons,"The lowland paca, also known as the spotted paca, is a large rodent found in tropical and sub-tropical America, from east-central Mexico to northern Argentina, and has been introduced to Cuba and Algeria."
Amazon and Guianas,Tayra,Tayra,MAMMALIA,LC,Forest interior,https://upload.wikimedia.org/wikipedia/commons/a/a5/Tayra_-_Male%2C_Brazil_%28cropped%29.jpg,Wikimedia Commons,"The tayra is an omnivorous animal from the mustelid family, native to the Americas. It is the only species in the genus Eira."
Amazon and Guianas,Goliath birdeater,Goliath birdeater,INSECTA,DD,Rainforest floor,https://upload.wikimedia.org/wikipedia/commons/f/fa/Theraphosa_blondi_MHNT.jpg,Wikimedia Commons,"The Goliath birdeater is a very large spider that belongs to the tarantula family Theraphosidae. Found in northern South America, it is the largest spider in the world by mass and body length, and second to the giant huntsman spider by leg span. It is also considerably longer than the largest known prehistoric spider, Mongolarachne, that had a body length of 2.46 centimeters (0.97 in). It is also called the Goliath tarantula or Goliath bird-eating spider; the practice of calling theraphosids ""bird-eating"" derives from an early 18th-century copper engraving by Maria Sibylla Merian that shows one eating a hummingbird. Despite the spider's name, it rarely preys on birds."
Amazon and Guianas,Leafcutter ant,Leafcutter ant,INSECTA,LC,Forest floor,https://upload.wikimedia.org/wikipedia/commons/5/5f/Atta_cephalotes-pjt.jpg,Wikimedia Commons,"Leafcutter ants are fungus-growing ants that share the behaviour of cutting leaves which they carry back to their nests to farm fungus. Next to humans, leafcutter ants form some of the largest and most complex animal societies on Earth. In a few years, the central mound of their underground nests can grow to more than 30 m (98 ft) across, with smaller radiating mounds extending out to a radius of 80 m (260 ft), taking up 30 to 600 m2 and occupied by 3.55 million individuals."
Amazon and Guianas,Morpho menelaus,Blue morpho butterfly,INSECTA,LC,Rainforest canopy,https://upload.wikimedia.org/wikipedia/commons/2/23/Morpho_menelaus_huebneri_MHNT_Male_Dos.jpg,Wikimedia Commons,"The Menelaus blue morpho is one of 30 species of butterfly in the subfamily Morphinae. Its wingspan is about 12 cm (4.7 in), and its dorsal forewings and hindwings are a bright, iridescent blue with black edges, while the ventral surfaces are brown. Its iridescent wings are an area of interest in research due to their unique nanostructure. Due to its characteristic blue color, Morpho menelaus is considered valuable among collectors and was widely hunted in the 20th century."
Amazon and Guianas,Heliconia rostrata,Hanging lobster claw,MAGNOLIOPSIDA,LC,Tropical understory,https://upload.wikimedia.org/wikipedia/commons/b/bb/Heliconia_rostrata_4.jpg,Wikimedia Commons,"Heliconia rostrata, the hanging lobster claw or false bird of paradise, is a herbaceous perennial plant native to El Salvador, Peru, Bolivia, Colombia, Venezuela, Costa Rica, and Ecuador, and naturalized in Puerto Rico. It is found in tropical rainforests, as it thrives in warm and humid environments.The inflorescences of many other heliconias grow vertically, facing upwards, their cup-shaped bracts storing water for birds and insects. This plant, however, has pendulous inflorescences with the bracts facing downwards, the flowers nestled underneath. Without the collection of rainwater in the bracts, the flowers within them provide a source of undiluted nectar."
Amazon and Guianas,Victoria amazonica,Unknown,MAGNOLIOPSIDA,LC,Flooded oxbow lakes,https://upload.wikimedia.org/wikipedia/commons/b/b4/Victoria_amazonica_edit_1.jpg,Wikimedia Commons,"Victoria amazonica is a species of flowering plant, the second largest in the water lily family Nymphaeaceae. It is called Vitória-Régia or Iaupê-Jaçanã in Brazil and Atun Sisac in Inca (Quechua). Its native region is tropical South America, specifically Guyana and the Amazon Basin."
Amazon and Guianas,Brazil nut,Brazil nut tree,MAGNOLIOPSIDA,NT,Terra firme forest,https://upload.wikimedia.org/wikipedia/commons/3/39/Bertholletia_excelsa_compose.jpg,Wikimedia Commons,"Brazil nut refers to a South American tree in the family Lecythidaceae as well as the tree's commercially-harvested edible seeds. It is one of the largest and longest-lived trees in the Amazon rainforest. The fruit and its nutshell – containing the edible nut – are relatively large and weigh as much as 2 kg (4.4 lb) in total. As food, Brazil nuts are notable for diverse content of micronutrients, especially a high amount of selenium. The wood of the Brazil nut tree is prized for its quality in carpentry, flooring, and heavy construction."
Amazon and Guianas,Hevea brasiliensis,Rubber tree,MAGNOLIOPSIDA,LC,Tropical rainforest,https://upload.wikimedia.org/wikipedia/commons/1/1d/Hevea_brasiliensis_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-071.jpg,Wikimedia Commons,"Hevea brasiliensis, the Pará rubber tree, sharinga tree, seringueira, or most commonly, rubber tree or rubber plant, is a flowering plant belonging to the spurge family, Euphorbiaceae, originally native to the Amazon basin, but is now pantropical in distribution due to introductions. It is the most economically important member of the genus Hevea because the milky latex extracted from the tree is the primary source of natural rubber."
Amazon and Guianas,Theobroma cacao,Cacao tree,MAGNOLIOPSIDA,LC,Understory rainforest,https://upload.wikimedia.org/wikipedia/commons/5/5a/Matadecacao.jpg,Wikimedia Commons,"Theobroma cacao is a small evergreen tree in the Malvaceae family. Its seeds—cocoa beans—are used to make chocolate liquor, cocoa solids, cocoa butter and chocolate. Although the tree is native to the tropics of the Americas, the largest producer of cocoa beans in 2022 was Ivory Coast. The plant's leaves are alternate, entire, unlobed, 10–50 cm (4–20 in) long and 5–10 cm (2–4 in) broad."
Amazon and Guianas,Euterpe oleracea,Açaí palm,MAGNOLIOPSIDA,LC,Floodplain forests,https://upload.wikimedia.org/wikipedia/commons/e/e4/Euterpe_oleracea_salu.jpg,Wikimedia Commons,"The açaí palm, Euterpe oleracea, is a species of palm tree (Arecaceae) cultivated for its fruit, hearts of palm, leaves, and trunk wood. Global demand for the fruit has expanded rapidly in the 21st century, and the tree is cultivated for that purpose primarily."
Congo Basin,Western lowland gorilla,Western lowland gorilla,MAMMALIA,CR,Swamp forest,https://upload.wikimedia.org/wikipedia/commons/0/07/WesternLowlandGorilla03.jpg,Wikimedia Commons,"The western lowland gorilla is one of two Critically Endangered subspecies of the western gorilla that lives in montane, primary and secondary forest and lowland swampland in central Africa in Angola, Cameroon, Central African Republic, Republic of the Congo, Democratic Republic of the Congo, Equatorial Guinea and Gabon. It is the nominate subspecies of the western gorilla, and the smallest of the four gorilla subspecies."
Congo Basin,Bonobo,Bonobo,MAMMALIA,EN,Lowland rainforest,https://upload.wikimedia.org/wikipedia/commons/e/e2/Apeldoorn_Apenheul_zoo_Bonobo.jpg,Wikimedia Commons,"The bonobo, also historically called the pygmy chimpanzee, is an endangered great ape and one of the two species making up the genus Pan. While bonobos are today recognized as a distinct species, they were initially thought to be a subspecies of Pan troglodytes, because of the physical similarities between the two species. Taxonomically, members of the chimpanzee/bonobo subtribe Panina—composed entirely by the genus Pan—are collectively termed panins."
Congo Basin,Okapi,Okapi,MAMMALIA,VU,Ituri rainforest,https://upload.wikimedia.org/wikipedia/commons/3/3a/Saint-Aignan_%28Loir-et-Cher%29._Okapi.jpg,Wikimedia Commons,"The okapi, also known as the forest giraffe, Congolese giraffe and zebra giraffe, is an artiodactyl mammal that is endemic to the northeast Democratic Republic of the Congo in central Africa. However, non-invasive genetic identification has suggested that a population has occurred south-west of the Congo River as well. It is the only species in the genus Okapia. Although the okapi has striped markings reminiscent of zebras, it is most closely related to the giraffe. The okapi and the giraffe are the only living members of the family Giraffidae."
Congo Basin,Forest buffalo,Forest buffalo,MAMMALIA,VU,Swamp forest,https://upload.wikimedia.org/wikipedia/commons/4/49/African_Forest_Buffalo.jpg,Wikimedia Commons,"The African forest buffalo, also known as the dwarf buffalo, red buffalo, Congo buffalo or bush-cow, is the smallest subspecies of the African buffalo. It is related to the Cape buffalo, the Sudan buffalo, and the Nile buffalo. However, it is the only subspecies that occurs mainly in the rainforests of Central Africa and Western Africa, with an annual rainfall around 1,500 mm (59 in). It has been proposed to represent a distinct species, Syncerus nanus."
Congo Basin,Sitatunga,Sitatunga,MAMMALIA,LC,Swamp forest,https://upload.wikimedia.org/wikipedia/commons/c/cc/Sitatunga_at_Oji_Zoo.JPG,Wikimedia Commons,"The sitatunga or marshbuck is a swamp-dwelling medium-sized antelope found throughout central Africa, centering on the Democratic Republic of the Congo, the Republic of the Congo, Cameroon, parts of Southern Sudan, Equatorial Guinea, Burundi, Ghana, Botswana, Rwanda, Zambia, Gabon, the Central African Republic, Tanzania, Uganda and Kenya.
The sitatunga is mostly confined to swampy and marshy habitats. They occur in tall and dense vegetation as well as seasonal swamps, marshy clearings in forests, riparian thickets and mangrove swamps."
Congo Basin,African grey parrot,African grey parrot,AVES,NT,Rainforest canopy,https://upload.wikimedia.org/wikipedia/commons/3/3c/Perroquet_%C3%A0_Yampopo_Beach_-_Douala.jpg,Wikimedia Commons,"The grey parrot, also known as the Congo grey parrot, is an African parrot in the family Psittacidae. It was previously also known as the African grey parrot until the Timneh parrot, previously treated as a subspecies, was elevated to a full species."
Congo Basin,Congo peafowl,Congo peafowl,AVES,NT,Montane forest,https://upload.wikimedia.org/wikipedia/commons/3/32/Afropavo_congensis_-Antwerp_Zoo_-pair-8a.jpg,Wikimedia Commons,"The Congo peafowl, also known as the African peafowl or mbulu by the Bakôngo, is a species of peafowl native to the Congo Basin. It is one of three peafowl species and the only member of the subfamily Pavoninae native to Africa. It is listed as Near Threatened on the IUCN Red List."
Congo Basin,Shoebill,Shoebill,AVES,NT,Swamp wetlands,https://upload.wikimedia.org/wikipedia/commons/c/c0/Balaeniceps_rex.jpg,Wikimedia Commons,"The shoebill, also known as the whale-headed stork, and shoe-billed stork, is a large long-legged wading bird. Its name comes from its enormous shoe-shaped bill. It has a somewhat stork-like overall form and was previously classified as a stork in the order Ciconiiformes; but genetic evidence places it with pelicans and herons in the Pelecaniformes. The adult is mainly grey while the juveniles are more brown. It lives in tropical East Africa in large swamps from South Sudan to Zambia."
Congo Basin,Slender-snouted crocodile,Slender-snouted crocodile,REPTILIA,VU,Freshwater rivers,https://upload.wikimedia.org/wikipedia/commons/a/a3/Crocodylus_cataphractus_faux-gavial_d%27Afrique2.JPG,Wikimedia Commons,"Mecistops is a genus of crocodiles, the slender-snouted crocodiles, native to sub-Saharan Africa."
Congo Basin,Nile crocodile,Nile crocodile,REPTILIA,LC,Rivers and wetlands,https://upload.wikimedia.org/wikipedia/commons/8/81/NileCrocodile.jpg,Wikimedia Commons,"The Nile crocodile is a large crocodilian native to freshwater habitats in Africa, where it is present in 26 countries. It is widely distributed in sub-Saharan Africa, occurring mostly in the eastern, southern, and central regions of the continent, and lives in different types of aquatic environments such as lakes, rivers, swamps and marshlands. It occasionally inhabits deltas, brackish lakes and rarely also saltwater. Its range once stretched from the Nile Delta throughout the Nile River. Lake Turkana in Kenya has one of the largest undisturbed Nile crocodile populations."
Congo Basin,Goliath tigerfish,Goliath tigerfish,ACTINOPTERYGII,NT,Congo River,https://upload.wikimedia.org/wikipedia/commons/c/ce/Hydrocynus_goliath_-_Poisson-chien_-_Aqua_porte_Dor%C3%A9e_06.JPG,Wikimedia Commons,"Hydrocynus goliath, also known as the goliath tigerfish, giant tigerfish, or mbenga, is a very large African predatory freshwater fish of the family Alestidae."
Congo Basin,African lungfish,African lungfish,ACTINOPTERYGII,LC,Floodplains,https://upload.wikimedia.org/wikipedia/commons/b/b8/G%C5%91tehal-2.jpg,Wikimedia Commons,"Protopterus is the genus of four species of lungfish found in Africa. Protopterus is considered the sole genus in the family Protopteridae, which is grouped with Lepidosiren in the order Lepidosireniformes."
Congo Basin,Electric catfish,Electric catfish,ACTINOPTERYGII,DD,Slow rivers,https://upload.wikimedia.org/wikipedia/commons/b/b5/Malapterurus_electricus_1.jpg,Wikimedia Commons,"Electric catfish, or Malapteruridae, is a family of catfishes. This family includes two genera, Malapterurus and Paradoxoglanis, with 21 species. Several species of this family have the ability to generate electricity, delivering a shock of up to 350 volts from its electric organ. Electric catfish are found in tropical Africa and the Nile River. Electric catfish are usually nocturnal and carnivorous. Some species feed primarily on other fish, incapacitating their prey with electric discharges, but others are generalist bottom foragers, feeding on things like invertebrates, fish eggs, and detritus. The largest can grow to about 1.2 meters long, but most species are far smaller."
Congo Basin,Goliath frog,Goliath frog,AMPHIBIA,VU,Rainforest streams,https://upload.wikimedia.org/wikipedia/commons/d/d7/Goliath_Frog.jpg,Wikimedia Commons,"The goliath frog, otherwise known commonly as the giant slippery frog and the goliath bullfrog, is a species of frog in the family Conrauidae. The goliath frog is the largest living frog. Specimens can reach up to about 45 centimetres (18 in) in snout–vent length and 4.5 kilograms (9.9 lb) in weight. This species has a relatively small habitat range in Cameroon and Equatorial Guinea. Its numbers are dwindling due to habitat destruction, collection for food, and the pet trade."
Congo Basin,Gaboon viper,Gaboon viper,REPTILIA,LC,Rainforest floor,https://upload.wikimedia.org/wikipedia/commons/9/98/Bitis_gabonica.jpg,Wikimedia Commons,"The Gaboon viper, also called the Gaboon adder, is a large and highly venomous viper species found in the rainforests and savannas of sub-Saharan Africa. It is the largest member of the genus Bitis. Like all other vipers, it is venomous, and it has the longest fangs of any venomous snake – up to 2 inches (5.1 cm) in length – and the highest venom yield of any snake. No subspecies are recognized."
Congo Basin,Forest cobra,Forest cobra,REPTILIA,VU,Rainforest floor,https://upload.wikimedia.org/wikipedia/commons/1/13/Cobra_des_for%C3%AAts.jpg,Wikimedia Commons,"The forest cobra, also commonly called the black cobra and the black and white-lipped cobra, is a species of 
highly venomous snake in the family Elapidae. The species is native to Africa, mostly the central and western parts of the continent. It is the largest true cobra species with a record length of 3.2 metres."
Congo Basin,Giant pangolin,Giant pangolin,MAMMALIA,VU,Rainforest floor,https://upload.wikimedia.org/wikipedia/commons/0/0c/Giant_pangolin_%28Manis_gigantea%29%2C_Natural_History_Museum%2C_London%2C_Mammals_Gallery.JPG,Wikimedia Commons,The giant pangolin is a species of pangolin from genus Smutsia of subfamily Smutsiinae within the family Manidae. It is the largest living species of pangolins. Members of the species inhabit Africa with a range stretching along the equator from West Africa to Uganda. It subsists almost entirely on ants and termites.
Congo Basin,Tree pangolin,Tree pangolin,MAMMALIA,VU,Rainforest canopy,https://upload.wikimedia.org/wikipedia/commons/2/22/Tree_pangolin_%28Phataginus_tricuspis%29_Nyamebe_Bepo.jpg,Wikimedia Commons,"The white-bellied pangolin is one of eight extant species of pangolins, and is native to equatorial Africa. Also known as the tree pangolin or three-cusped pangolin, it is the most common of the African forest pangolins."
Congo Basin,Mandrill,Mandrill,MAMMALIA,VU,Rainforest,https://upload.wikimedia.org/wikipedia/commons/e/ed/Mandrill_Albert_September_2015_Zoo_Berlin_%282%29.jpg,Wikimedia Commons,"The mandrill is a large Old World monkey native to west central Africa. It is one of the most colorful mammals in the world, with red and blue skin on its face and posterior. The species is sexually dimorphic, as males have a larger body, longer canine teeth and brighter coloring. Its closest living relative is the drill, with which it shares the genus Mandrillus. Both species were traditionally thought to be baboons, but further evidence has shown that they are more closely related to white-eyelid mangabeys."
Congo Basin,De Brazza's monkey,De Brazza's monkey,MAMMALIA,NT,Riparian forests,https://upload.wikimedia.org/wikipedia/commons/1/12/1_de_brazza%27s_monkey_2024.jpg,Wikimedia Commons,"De Brazza's monkey is an Old World monkey endemic to the riverine and swamp forests of central Africa. The largest species in the guenon family, it is one of the most widespread arboreal African primates. Aside from size, it can be differentiated from other Cercopithecus monkeys by its orange diadem and white beard. Due to its cryptic nature, the species is not well documented in all of its habitats but has shown unique traits, such as pair-bonding and aggressive behavior towards other guenons."
Congo Basin,Pennant's colobus,Pennant's colobus,MAMMALIA,VU,Lowland rainforest,https://upload.wikimedia.org/wikipedia/commons/a/a7/Piliocolobus_pennantii.jpg,Wikimedia Commons,"Pennant's colobus or Pennant's red colobus is a species of tree-dwelling primate in the family Cercopithecidae. It is endemic to tropical Central Africa. Three subspecies have traditionally been recognised but their distribution is peculiarly disjunct and has been considered a biogeographical puzzle, with one population on the island of Bioko, a second in the Niger River Delta in southern Nigeria, and a third in the east-central Republic of Congo. It is found in rainforests and marshy forests. It is threatened by habitat loss and hunting for bushmeat."
Congo Basin,Blue monkey,Blue monkey,MAMMALIA,LC,Mid-altitude forests,https://upload.wikimedia.org/wikipedia/commons/5/53/Blue_monkey_%28Cercopithecus_mitis_stuhlmanni%29.jpg,Wikimedia Commons,"The blue monkey or diademed monkey is a species of Old World monkey native to Central and East Africa, ranging from the upper Congo River basin east to the East African Rift and south to northern Angola and Zambia. It sometimes includes Sykes', silver, and golden monkeys as subspecies."
Congo Basin,Allen's swamp monkey,Allen's swamp monkey,MAMMALIA,VU,Swamp forest,https://upload.wikimedia.org/wikipedia/commons/2/2a/Allens_swamp_monkey.jpg,Wikimedia Commons,"The Allen's swamp monkey is a species of Old World monkey and the only member of the genus Allenopithecus. Phylogenetically, it is a sister clade to the guenons, but differs in dentition and habits."
Congo Basin,Potto,Potto,MAMMALIA,VU,Rainforest canopy,https://upload.wikimedia.org/wikipedia/commons/9/93/PottoCincyZoo.jpg,Wikimedia Commons,"The pottos are three species of strepsirrhine primate in the genus Perodicticus of the family Lorisidae. In some English-speaking parts of Africa, they are called ""softly-softlys""."
